iter	Logloss
313	0.3661833712
314	0.3660786613
315	0.3659030871
316	0.3657990714
317	0.365647079
318	0.3654763589
319	0.3653317782
320	0.3651512188
321	0.3650377972
322	0.3648783465
323	0.3647444485
324	0.3645182233
325	0.3643885723
326	0.3642223439
327	0.3640040981
328	0.3637893352
329	0.3636570927
330	0.363474449
331	0.3633566689
332	0.3631891449
333	0.3630769899
334	0.3629606125
335	0.3628717501
336	0.3627124725
337	0.3626181155
338	0.3623087881
339	0.3622240492
340	0.3620780036
341	0.36191654
342	0.361873324
343	0.3616602226
344	0.3614887123
345	0.3613990809
346	0.3611720854
347	0.3611059873
348	0.3610643301
349	0.3608568047
350	0.3607840347
351	0.3606515769
352	0.3605100072
353	0.360342962
354	0.3600956376
355	0.3599474705
356	0.3598344261
357	0.3596001953
358	0.3594772741
359	0.3593541508
360	0.3591906988
361	0.358977905
362	0.358831756
363	0.3585493123
364	0.3584154458
365	0.3582463101
366	0.3581481643
367	0.3570754168
368	0.3569110021
369	0.356765307
370	0.3565381362
371	0.3563456955
372	0.3561873452
373	0.3559688623
374	0.3556491087
375	0.3555426374
376	0.3554291616
377	0.3552295513
378	0.3550956025
379	0.3547008906
380	0.3544740727
381	0.3543767562
382	0.3542707698
383	0.3541787167
384	0.3540677609
385	0.353870167
386	0.3536894663
387	0.3535121767
388	0.3534317485
389	0.3532563252
390	0.3531810863
391	0.353046931
392	0.3528484389
393	0.3526631678
394	0.3525481689
395	0.3523476462
396	0.3522278649
397	0.3521235329
398	0.3519998516
399	0.3516803661
400	0.3515119725
401	0.3513763558
402	0.3511860199
403	0.3510964529
404	0.3509348228
405	0.3507799364
406	0.3506593972
407	0.3504619212
408	0.3503043854
409	0.3502264539
410	0.35015447
411	0.35000547
412	0.3498215881
413	0.3497032236
414	0.3495266518
415	0.3493728329
416	0.3492696432
417	0.3491547198
418	0.3490072207
419	0.3489152353
420	0.3488038584
421	0.3485073318
422	0.3483699681
423	0.3482823632
424	0.348112818
425	0.3479256998
426	0.3477593251
427	0.3476314002
428	0.3474944171
429	0.347394184
430	0.3472330991
431	0.3470716215
432	0.3469749216
433	0.3468793104
434	0.3467821151
435	0.3465984301
436	0.3464083251
437	0.3462679876
438	0.3461221463
439	0.3459436288
440	0.3458528871
441	0.3455714186
442	0.3454875933
443	0.3452835585
444	0.3451625668
445	0.3449974702
446	0.3448282866
447	0.3445713981
448	0.3444737607
449	0.3441874868
450	0.3440733847
451	0.3440204489
452	0.3438138943
453	0.3436855704
454	0.3435901847
455	0.3433240836
456	0.3431426151
457	0.3430007148
458	0.3427858133
459	0.3426553411
460	0.3425370961
461	0.3423602929
462	0.3422265635
463	0.342127219
464	0.3419715747
465	0.3417389548
466	0.3415646485
467	0.3413636411
468	0.3411365733
469	0.3410520601
470	0.3407965761
471	0.340579714
472	0.3404274808
473	0.3402746807
474	0.3401489838
475	0.3399458179
476	0.3398312984
477	0.339634489
478	0.3394371396
479	0.3392239279
480	0.3390387027
481	0.3388019486
482	0.3386389127
483	0.3385334058
484	0.3383476348
485	0.3381954031
486	0.3379872261
487	0.3378257876
488	0.3376456196
489	0.3375191251
490	0.3374620221
491	0.3372797009
492	0.3371459241
493	0.3370250864
494	0.3369325936
495	0.336736832
496	0.3364708257
497	0.3363261749
498	0.3362178739
499	0.3360616851
500	0.3359021153
501	0.3357977522
502	0.335640841
503	0.3355433903
504	0.335390991
505	0.3351809051
506	0.3350810795
507	0.3348630616
508	0.3346472503
509	0.3345001407
510	0.3343326535
511	0.3341826152
512	0.333999052
513	0.333874145
514	0.3336891926
515	0.333459267
516	0.3332810616
517	0.3330849654
518	0.3329387507
519	0.3327709916
520	0.33262518
521	0.3324031973
522	0.3322162062
523	0.3321020904
524	0.3320100453
525	0.3318444913
526	0.3316924352
527	0.3315471361
528	0.3312791378
529	0.331068075
530	0.3308748267
531	0.3307336752
532	0.3306125969
533	0.3304451844
534	0.3303431428
535	0.3301668678
536	0.330018164
537	0.3297664826
538	0.3296366837
539	0.3294786604
540	0.3293159137
541	0.3291248292
542	0.3290241678
543	0.3287639308
544	0.328620356
545	0.3284360574
546	0.3281886051
547	0.3280060724
548	0.3278404192
549	0.3277089709
550	0.3275809821
551	0.3274618373
552	0.3272985715
553	0.3270855909
554	0.3269361843
555	0.3266267225
556	0.3264003605
557	0.326266214
558	0.3260714549
559	0.3258877259
560	0.3256200075
561	0.3254608668
562	0.3252774022
563	0.3250243933
564	0.3249303276
565	0.3248026308
566	0.3246663115
567	0.3245135319
568	0.3243583751
569	0.3242108877
570	0.3240355885
571	0.3239457165
572	0.3237809192
573	0.3236539136
574	0.3234227893
575	0.3232637658
576	0.3231448912
577	0.3230219814
578	0.3229000019
579	0.3226866833
580	0.3225698073
581	0.3224874016
582	0.3222876297
583	0.3221785946
584	0.3220207843
585	0.3218730989
586	0.3217581788
587	0.3215923166
588	0.3214514404
589	0.3212826687
590	0.3212165596
591	0.3210863893
592	0.3209467855
593	0.3207463571
594	0.3206127198
595	0.3204654724
596	0.3203800807
597	0.3201987651
598	0.3200085185
599	0.3198880196
600	0.3197079595
601	0.3195749671
602	0.3194853439
603	0.3193459832
604	0.3192525975
605	0.3191558651
606	0.3190271733
607	0.3188416058
608	0.3187061476
609	0.3184707845
610	0.3183607474
611	0.31823438
612	0.3181570801
613	0.3180067531
614	0.317865293
615	0.3177147808
616	0.3175341299
617	0.3173250471
618	0.3170085709
619	0.3169338873
620	0.3168109947
621	0.3166621495
622	0.3165216648
623	0.3163555431
624	0.3161941812
625	0.3160333452
626	0.3158912114
627	0.315790824
628	0.3156620627
629	0.3155077136
630	0.3153448185
631	0.3151605844
632	0.3150444254
633	0.3148632663
634	0.3147345344
635	0.3146393703
636	0.3144540889
637	0.3143200034
638	0.3141132969
639	0.3140162956
640	0.3139014916
641	0.3137610947
642	0.313645133
643	0.3134810022
644	0.3133240885
645	0.3132284586
646	0.3130417126
647	0.3129028062
648	0.3127754175
649	0.3125955682
650	0.3124700533
651	0.3123325276
652	0.3121335319
653	0.3119992454
654	0.3118768932
655	0.3117060815
656	0.3115865056
657	0.3114729817
658	0.3113020387
659	0.3110922465
660	0.3109673255
661	0.3108044641
662	0.31066103
663	0.3105378061
664	0.3104151425
665	0.3102975471
666	0.3101370043
667	0.3100136375
668	0.3099392632
669	0.309872069
670	0.3096983355
671	0.3094788088
672	0.3094047438
673	0.3092350526
674	0.3089444397
675	0.3088172438
676	0.3086579667
677	0.3084942267
678	0.3083881048
679	0.3082937126
680	0.3082078961
681	0.3080831051
682	0.3079545997
683	0.3078210491
684	0.3076729882
685	0.3075423804
686	0.3073479642
687	0.3071999183
688	0.3070099506
689	0.3068902899
690	0.306720214
691	0.3066283307
692	0.3065463561
693	0.3064069849
694	0.3062382675
695	0.3061267461
696	0.3060596429
697	0.305950126
698	0.3058511654
699	0.3057371952
700	0.3055520909
701	0.3053532891
702	0.3052512064
703	0.3051066891
704	0.3050180231
705	0.304884283
706	0.304803557
707	0.3046991576
708	0.3045568701
709	0.3043932034
710	0.3042130282
711	0.3040839287
712	0.3038412366
713	0.3037649706
714	0.3036541099
715	0.3031063962
716	0.3030054147
717	0.3028399421
718	0.3027433939
719	0.3025171536
720	0.3024426377
721	0.3023150568
722	0.30220339
723	0.3021517569
724	0.3020312763
725	0.3018863557
726	0.3017698171
727	0.3016523705
728	0.3015491931
729	0.3014562301
730	0.3013654632
731	0.3012487735
732	0.3011334685
733	0.30099167
734	0.3008934595
735	0.300803132
736	0.3007169462
737	0.3006343196
738	0.300415834
739	0.3002681667
740	0.3001746616
741	0.3000398643
742	0.2999719507
743	0.2998586219
744	0.2996584463
745	0.2995226235
746	0.299451996
747	0.2993115722
748	0.2992034441
749	0.2991377591
750	0.2990143516
751	0.298863476
752	0.2987595011
753	0.2986305377
754	0.2985479195
755	0.2984577611
756	0.2984022423
757	0.2982525085
758	0.2980317442
759	0.2979668114
760	0.2978974247
761	0.2978200661
762	0.2977167988
763	0.2975804997
764	0.2974512586
765	0.2973784917
766	0.2972922844
767	0.2971833655
768	0.2970844353
769	0.2969641888
770	0.2968741979
771	0.296791142
772	0.2966949846
773	0.2965893731
774	0.2964594864
775	0.2963694196
776	0.2962397347
777	0.2961623138
778	0.2960458615
779	0.2959487911
780	0.2958847195
781	0.2958223679
782	0.2957570064
783	0.2956724898
784	0.2955556956
785	0.2954795249
786	0.2953970152
787	0.2952531809
788	0.2951602507
789	0.2950655064
790	0.2949608943
791	0.2948299086
792	0.2946534757
793	0.2945584657
794	0.2943987893
795	0.2943057707
796	0.2942109214
797	0.2941259448
798	0.2940067133
799	0.2938652097
800	0.2937839073
801	0.2936854444
802	0.2934789926
803	0.2933945591
804	0.2932292308
805	0.2931363049
806	0.2929825061
807	0.2928453922
808	0.2927622714
809	0.2926592964
810	0.2925095669
811	0.2924132109
812	0.2923239637
813	0.292124207
814	0.2919930667
815	0.291910315
816	0.2917996968
817	0.2916971386
818	0.2915824338
819	0.291522865
820	0.2914338176
821	0.2913159663
822	0.2911910045
823	0.2910976513
824	0.2909330243
825	0.2907898177
826	0.290701815
827	0.2906117124
828	0.2904568456
829	0.2903209372
830	0.2902674786
831	0.290170013
832	0.2900869355
833	0.2900032138
834	0.289876081
835	0.2898090458
836	0.2897321712
837	0.2896710041
838	0.2895412578
839	0.289481759
840	0.2894064666
841	0.2892614393
842	0.289106994
843	0.2889857822
844	0.2888715793
845	0.2886909011
846	0.288579547
847	0.2884384061
848	0.2883591616
849	0.2882755789
850	0.2881593019
851	0.2880684182
852	0.2880079346
853	0.2878845055
854	0.2877908628
855	0.2876879515
856	0.2875882818
857	0.2874988921
858	0.2873863917
859	0.2872542924
860	0.2871448406
861	0.2870017512
862	0.2868971833
863	0.2868203677
864	0.2866848572
865	0.2865535054
866	0.2864358216
867	0.2863505507
868	0.2862514684
869	0.2861898418
870	0.2861025146
871	0.2859002954
872	0.2857885609
873	0.2855923439
874	0.2853744394
875	0.2852833917
876	0.2851569992
877	0.28508751
878	0.2849740388
879	0.2848916975
880	0.2848307315
881	0.2847120011
882	0.2846483497
883	0.2845794483
884	0.284408471
885	0.2843278178
886	0.2842394822
887	0.2841414104
888	0.2839841326
889	0.2838439009
890	0.2836591386
891	0.2835750921
892	0.2834892637
893	0.2833396533
894	0.2832627285
895	0.283150471
896	0.2830682173
897	0.282955477
898	0.2828575561
899	0.2827723804
900	0.2826778252
901	0.2825745825
902	0.2825056818
903	0.2824205982
904	0.2823230124
905	0.2821649401
906	0.2820602831
907	0.2818588945
908	0.2816934054
909	0.2815934919
910	0.2815183512
911	0.2814445297
912	0.2813687688
913	0.2812837857
914	0.2811252751
915	0.2810656679
916	0.2809546501
917	0.2808823337
918	0.2808074547
919	0.2807484768
920	0.2806835208
921	0.2806506844
922	0.2805312874
923	0.2804629655
924	0.2803781144
925	0.2802504699
926	0.2801397379
927	0.2800670569
928	0.2800088226
929	0.2799203997
930	0.2797587803
931	0.2796979523
932	0.2796362193
933	0.2795511939
934	0.2795018626
935	0.2794477304
936	0.2793618971
937	0.2792715548
938	0.2791269931
939	0.2790538398
940	0.2789950067
941	0.2789378516
942	0.2788587005
943	0.2787888004
944	0.2787034038
945	0.2786364518
946	0.2785365714
947	0.2784691722
948	0.2783962931
949	0.2783235132
950	0.2782422502
951	0.2781198575
952	0.2780098631
953	0.2779107912
954	0.2778459219
955	0.2776684042
956	0.2775491624
957	0.2774059372
958	0.2772711003
959	0.2771799641
960	0.2771236898
961	0.2770711826
962	0.2769482763
963	0.2768611846
964	0.2767909447
965	0.2766708649
966	0.276592702
967	0.2764881418
968	0.2764105517
969	0.2762650134
970	0.2761782285
971	0.2760981417
972	0.2760268033
973	0.2759396598
974	0.2758705651
975	0.275773659
976	0.2757086442
977	0.2755995342
978	0.2755040137
979	0.2754230364
980	0.2753526345
981	0.2752837458
982	0.2751762526
983	0.2750487801
984	0.2749900693
985	0.2748993444
986	0.2748131774
987	0.2747432988
988	0.2745763004
989	0.274525594
990	0.2744601148
991	0.2743583272
992	0.274283106
993	0.2742095389
994	0.2741067232
995	0.2740467451
996	0.2740000704
997	0.2739426596
998	0.2738194819
999	0.2737683573
